날짜,리뷰
2021.12.01,포인트로 걸치기 딱 좋아요 핸드폰 들어갈 수 있는 크기는 안되고 립스틱이랑 지갑정도 넣을 수 있어요
2021.11.22,미니 백인데 수납력도 꽤 좋은 편이고 좋아요!!! 너무 귀엽고 예뻐요ㅜㅜ
2021.12.01,포인트로 걸치기 딱 좋아요 핸드폰 들어갈 수 있는 크기는 안되고 립스틱이랑 지갑정도 넣을 수 있어요
2021.11.22,미니 백인데 수납력도 꽤 좋은 편이고 좋아요!!! 너무 귀엽고 예뻐요ㅜㅜ
2022.03.15,진짜 보자마자 너무 귀여우서ㅓ 입틀막ㅠㅠ 완전 귀얍고 색 이쁘고 너무 조아효
2022.02.19,너무 예뻐요 사이즈는 앙증 맞아서 뭐가 많이 들어갈 것 같진 않아요 그냥 딱 간편하게 휴대폰이랑 수정용 화장품 지갑 정도 ㅎㅎ
2022.02.16,선물로 구매했는데 맘에든다하네요 작고 귀여워서 포인트로 하기 좋고 끈도 길어서 다양하게 연출가능한것같아요
2022.02.09,스크래치가 처음부터 나 있었어요 택배 뜯자마자 확인한건데 이러네요 ㅠ 속상합니다 급해서 그냥 써요...=
2022.02.09,미니백좋아하는데 너무 귀엽고 깔끔해요 코트랑도 잘어울리고 맨투맨이랑도 귀여울듯 ㅎㅎ
2022.02.05,크기가 앙증맞고 귀여워요 의외로 수납공간이 있어서 데일리템으로 괜찮아요! 추천합니다
2022.02.01,특이한 색이라 포인트 되고 이뻐요! 색감은 사진보다 조금 더 노란기 도는 딱 정석 초록색이에요.
2022.01.23,포인트로 들고 다니기에 좋아요 색감도 쨍하고 귀여워요 추천합니다
2021.10.18,너무 귀여워용. 제가 그 가방이 마음에 많이 들었다.
2021.09.18,조그만해서 딱 핸드폰하고 립제품 카드지갑정도 넣으면 꽉차요 색이 선명해서 예뻐요
2022.03.15,진짜 보자마자 너무 귀여우서ㅓ 입틀막ㅠㅠ 완전 귀얍고 색 이쁘고 너무 조아효
2022.02.19,너무 예뻐요 사이즈는 앙증 맞아서 뭐가 많이 들어갈 것 같진 않아요 그냥 딱 간편하게 휴대폰이랑 수정용 화장품 지갑 정도 ㅎㅎ
2022.02.16,선물로 구매했는데 맘에든다하네요 작고 귀여워서 포인트로 하기 좋고 끈도 길어서 다양하게 연출가능한것같아요
2022.02.09,스크래치가 처음부터 나 있었어요 택배 뜯자마자 확인한건데 이러네요 ㅠ 속상합니다 급해서 그냥 써요...=
2022.02.09,미니백좋아하는데 너무 귀엽고 깔끔해요 코트랑도 잘어울리고 맨투맨이랑도 귀여울듯 ㅎㅎ
2022.02.05,크기가 앙증맞고 귀여워요 의외로 수납공간이 있어서 데일리템으로 괜찮아요! 추천합니다
2022.02.01,특이한 색이라 포인트 되고 이뻐요! 색감은 사진보다 조금 더 노란기 도는 딱 정석 초록색이에요.
2022.01.23,포인트로 들고 다니기에 좋아요 색감도 쨍하고 귀여워요 추천합니다
2021.10.18,너무 귀여워용. 제가 그 가방이 마음에 많이 들었다.
2021.09.18,조그만해서 딱 핸드폰하고 립제품 카드지갑정도 넣으면 꽉차요 색이 선명해서 예뻐요
2022.03.15,사이즈가 작아서 수납은 충분하지 않지만 너무 귀여워요
2022.02.19,진짜 너무 귀엽습니다 ㅎㅎ 빨리 친구들 만나서 자랑하고 다니고 싶네요
2022.02.18,"귀여워요 색깔도 이쁘고 만족합니다ㅎㅎ
다른 색도 구매할려구요"
2022.02.18,귀여워요 사이즈도 귀엽고 디자인도 귀엽습니당 사계절 다 맬 수 있을 것 같네용
2022.02.16,선물로 구매했는데 맘에든다하네요 작고 귀여워서 포인트로 하기 좋고 끈도 길어서 다양하게 연출가능한것같아요
2022.02.15,크기는 엄청 작은데 작은 거 알고 산거라 괜찮았어요. 귀엽고 코디하기 무난해요
2022.02.09,너무 귀엽고 좋은데 스크래치가 나 있네요 급하게 들고 갈거라 그냥 쓸게요 ..
2022.02.05,초록색 구매하고 예뻐서 검정색도 주문했어요! 귀엽고 예쁩니다 추천해요
2022.02.01,특이한 색이라 포인트 되고 이뻐요! 색감은 딱 정석 초록색이고 수납은 핸드폰 지갑 쿠션 틴트정도 딱 들어가요.
2022.01.07,색감이 쨍하고 보기보다 작고 귀여워요~! 포인트로 코디하기에 추천해요
2021.12.01,어차피 립스틱이랑 지갑만 넣고 다니려고 산거라 크기는 괜찮은데 폰이 들어갈 수 있을만한 크기는 아니에요 블레이저에 입으면 너무 이쁨여
2021.10.04,가방이 조그매서 귀엽고 코디하기 편한 것 같아요. 은근 수납 공간은 커서 폰 지갑 간단한 화장품 등등 정도는 다 들어가요!
2021.09.18,조그만해서 딱 핸드폰하고 립제품 카드지갑정도 넣으면 꽉차요 색이 선명해서 예뻐요
2021.04.10,좋은 상품이에요 아주 만족하면서 사용하고 있습니다
2021.12.01,어차피 립스틱이랑 지갑만 넣고 다니려고 산거라 크기는 괜찮은데 폰이 들어갈 수 있을만한 크기는 아니에요 블레이저에 입으면 너무 이쁨여
2021.10.04,가방이 조그매서 귀엽고 코디하기 편한 것 같아요. 은근 수납 공간은 커서 폰 지갑 간단한 화장품 등등 정도는 다 들어가요!
2021.09.18,조그만해서 딱 핸드폰하고 립제품 카드지갑정도 넣으면 꽉차요 색이 선명해서 예뻐요
2021.04.10,좋은 상품이에요 아주 만족하면서 사용하고 있습니다
2022.03.02,첨으로 민트색 도전해봤는데 예뽀용 올블랙이나 올화이트록에 잘어울릴듯
2022.02.13,생각보다 사이즈가 작아여 근데 귀욥고 들어갈군 다 들어가요 사세요
2021.12.27,배송도 엄청 빠르고 안전하게 왔어요 색감도 상큼하고 예뻐요
2021.10.24,"요즘 아주 휘뚜루마뚜루 메고 다닙니다
수납도 들어갈건 다 들어가요 넘 예뽀??"
2021.10.21,"생각보다 더 작네요 가방이ㅎㅎ
손으루 달랑 들고다니기 좋겠네용"
2021.10.10,사이즈 생각보다 작았는데 필요한 짐 추려서 들고다니기에 좋을것같아요 스트랩에 로고가 포인트되고 이쁘네용
2022.03.02,첨으로 민트색 도전해봤는데 예뽀용 올블랙이나 올화이트록에 잘어울릴듯
2022.02.13,생각보다 사이즈가 작아여 근데 귀욥고 들어갈군 다 들어가요 사세요
2021.12.27,배송도 엄청 빠르고 안전하게 왔어요 색감도 상큼하고 예뻐요
2021.10.24,"요즘 아주 휘뚜루마뚜루 메고 다닙니다
수납도 들어갈건 다 들어가요 넘 예뽀??"
2021.10.21,"생각보다 더 작네요 가방이ㅎㅎ
손으루 달랑 들고다니기 좋겠네용"
2021.10.10,사이즈 생각보다 작았는데 필요한 짐 추려서 들고다니기에 좋을것같아요 스트랩에 로고가 포인트되고 이쁘네용
2022.03.31,가방 색상은 말끔한 화이트 끈은 살짝 아이보리? 색감이에요 예뿜ㅁ니당 ㅎㅎ 봄여름 들기 조을듯
2022.03.29,컬러도 사진이랑 같고 작고 예뻐서 자주 들고다닐것같아요!!
2022.03.26,생각보다 조금 작긴 하지만 원하는 색상 그대로 너무 예뻐요
2022.03.24,"그냥 막 들기 좋을거 같아 구매했고
만족해요~
색감과 크기도 딱 생각했던 그대로."
2022.03.17,어떤 색을 구매할지 엄청 고민하다 무난하게 검정 선택했는데 잘 한 거 같아요 아무 때나 들고 다니기 편할 거 같아요
2022.03.14,"삶으 무게가 무거울때~~~ 인샌~~~
가방이라도 가볍고 싶을때

달랑달랑 막 들기 좋아욤@_@

내부 카드슬롯 하나잇어서 카드하나 낑구고
(지갑은 넣기 무리라는 소리)
에어팟 쿠션 립밤 머리핀 이정도 들어감니다"
2022.03.14,"어디에나 찰떡이예요 검정이즈 뭔들 ,, 살지 말지 고민하시마세욧"
2022.03.12,정말 모든 면에서 완벽한거 같아요... 너무 맘에 듭니다!
2022.03.08,너무 밝은 색은 아니고 딱 괜찮은 파스텔톤이라 마음에 들어요~
2022.03.02,"사진보단 밝아요
첨으로 민트색 도전해봤는데 예뽀용"
2022.02.20,생각보다 색깔이 누리끼리 하긴 한데 이쁜 것 같아요
2022.02.15,두꺼운 옷입었을때 끈이 짧아서 불편허지만 짐 작알따 들기 좋아요
2022.02.13,생각보다 작긴한데 어디에나 잘 어울리고 귀여워요
2022.02.12,누리끼리한 색이 아니라 마음에 듬 어느 옷이든 잘어울림
2022.02.11,생각보다 좀 작긴한데 예쁘고 아무데나 다 들 수있어요 데일리템
2022.02.09,"크기가 정말작아요
생각했던거보다 더....! 끈도 짧고

귀엽긴 합니다"
2022.02.06,사진상으로는 좀 어둡게 나온 편입니다 그림자져서 실제로는 이것보단 조금 밝은 편이에요
2022.01.25,쿠폰줘서 싸게 잘샀어요! 실물 너무이쁘고 귀엽네용
2022.01.19,어쩌다 친구 가방보고 혹해서 사버렸어요 ㅎ 라운드숄더라 대부분 어깨에 걸치는 가방을 불편해서 잘 안쓰는데 요건 딱 붙어있어요 ㅋㅋ 후회 안해용
2022.01.13,색상이 실물로 보면 더 선명합니다. 마감도 깔끄하게 잘 되어있어요.
2022.01.13,색상도 이쁘고 마감도 잘되어 있네요. 가벼워서 좋습니다.
2022.01.03,색감이 딱 예쁜 라이트블루 색이라 마음에 들었어요 스트링에 있는 글자 포인트도 예쁩니다
2021.12.24,너무 귀엽고 상큼해요 배송도 빨라서 오자마자 바로 착용했어요
2021.11.28,끈 조절이 안되서 아쉽지만 끈에 문구가 포인트라 이뻐용. 생각보다 물건들 많이 들어가서 놀랬어용
2021.11.26,"생각보다 실물이 더 작아요
그래도 수납이 좋습니다 많이들어가여"
2021.11.22,디자인 많이 이쁘네요. 색상 실물이 훨씬 더 이쁘네요.
2021.11.22,디자인 귀엽고 이뻐요. 가볍게 착용하기 좋습니다.
2021.11.20,색상이 선명해서 실물이 더 이쁜 것 같아요. 가볍세 착용하기 좋은 것 같습니다
2021.10.19,갖고나갈 물건 많이 없을 때 들면 딱 좋아요 작아도 넣을건 다 들어갈것같아요 배송도 빨라서 좋아요
2021.10.14,"색감도 실물이 더 예쁘고, 어떤 착장에 매도 잘 어울려요. 휘뚜루마뚜루백으로 잘 쓸게요"
2021.10.14,생각했던 거보다 작기는 정말 작네여 근데 이쁘고 딱 모양이 유지돼서 지금 들기 좋아요! 겨울에 들지는 못하고 지금이 딱 들기 좋은 시기에요!
2021.10.13,딱 생각한 사이즈에요 색감도 말 그대로 크림 색이에요! 수납도 들어갈건 다 들어가요 카드 넣는 곳도 따로 있어요 좋아용
2021.10.09,다른 후기들처럼 생각보다 크기가 더 작은 느낌이지만 귀엽고 이뻐요
2021.10.02,너무 이뻐요 사길 잘했어요 사고나고 다음날인가 다시보니 할인이 끝나서 아 사길 잘했다 생각했어요 실물도 짱입니다 또 할인을 하거나 쿠폰이 있으시다면 꼭 구매하시고 아니더라두 구매하셔도 후회 안하실꺼에요 저는 사고싶었던 제품 완전 할인받아서 너무 기분 좋네요!
2021.09.29,생각보다 작은데 그래도 안에 들어갈건 다 들어가영 조아요
2021.09.27,사이즈 생각보다 작았는데 필요한 짐 추려서 들고다니기에 좋을것같아요 스트랩에 로고가 포인트되고 이쁘네용
2021.10.14,생각했던 거보다 작기는 정말 작네여 근데 이쁘고 딱 모양이 유지돼서 지금 들기 좋아요! 겨울에 들지는 못하고 지금이 딱 들기 좋은 시기에요!
2021.10.13,딱 생각한 사이즈에요 색감도 말 그대로 크림 색이에요! 수납도 들어갈건 다 들어가요 카드 넣는 곳도 따로 있어요 좋아용
2021.10.09,다른 후기들처럼 생각보다 크기가 더 작은 느낌이지만 귀엽고 이뻐요
2021.10.02,너무 이뻐요 사길 잘했어요 사고나고 다음날인가 다시보니 할인이 끝나서 아 사길 잘했다 생각했어요 실물도 짱입니다 또 할인을 하거나 쿠폰이 있으시다면 꼭 구매하시고 아니더라두 구매하셔도 후회 안하실꺼에요 저는 사고싶었던 제품 완전 할인받아서 너무 기분 좋네요!
2021.09.29,생각보다 작은데 그래도 안에 들어갈건 다 들어가영 조아요
2021.09.27,사이즈 생각보다 작았는데 필요한 짐 추려서 들고다니기에 좋을것같아요 스트랩에 로고가 포인트되고 이쁘네용
2022.03.31,이 브랜드 허니제이가 맨 가방 산 뒤로 두번째 구매입니당 ㅎㅎ 활용도 조아욘
2022.03.24,가볍고 색상도 산뜻해서 좋아요. 수납공간도 나름 있는 편이네요.
2022.03.17,어떤 색을 구매할지 엄청 고민하다 검정 했는데 잘 한 거 같아요 무난하게 아무때나 들고 다니기 편할 거 같아요
2022.03.14,"삶으 무게가 무거울때~~~ 인샌~~~
가방이라도 가볍고 싶을때

달랑달랑 막 들기 좋아욤@_@

내부 카드슬롯 하나잇어서 카드하나 낑구고
(지갑은 넣기 무리라는 소리)
에어팟 쿠키 립밤 머리핀 이정도 들어감니다"
2022.03.14,"역시는 역심니다 ,, 고민하지 말고 꼭 사세요 ! 어디에나
찰떡이예요"
2022.03.12,실제로 보면 생각했던 것보다 크기가 작은데 그래서 더 만족이었어요! 수납 공간도 꽤 있구 엄청 예쁘네여~~
2022.03.08,너무 밝은 색은 아니고 딱 괜찮은 파스텔톤이라 마음에 들어요~
2022.03.02,첨으로 민트색 도전해봤는데 예뽀용 올블랙이나 올화이트룩에 잘어울릴듯
2022.02.20,생각보다 색깔이 누리끼리 하긴 한데 이쁜 것 같아요
2022.02.17,깔끔하니 귀엽습니다. 가벼워서 착용감도 좋습니다.
2022.02.12,무난템 컬러 갖고싶어서 샀는데 작고 예뻐욤 착용감 굿
2022.02.10,생각보다 작긴한데 어디에나 무난하게 이쁩니당
2022.02.06,"생각했던 것보다 작아서 수납공간 부족하면 어쩌지 그랬는데 그래도 간단한 쿠션,립,지갑,폰은 충분히 들어가네요~!"
2022.01.26,색깔은 화면보다는 좀 더 차분한 색이에요. 근데 어두우니까 매력이 반감되는 느낌ㅠㅠ. 가격에 비해 허접한 느낌이 있어요. 지퍼쪽에 실밥이 튀어나와서 그랬는지는 몰라도. 수납은 틴트랑 팩트 중지갑정도 넣으면 꽉 찹니다. 진짜 가볍게 외출할때 들기 좋아요
2022.01.26,생각보다 작아요 근데 귀여움 많이는 안들어가는데 그렇다고 부족하지도 않음 파우치는 안들어감..
2022.01.25,매장가서 보고 무신사에서 쿠폰써서 싸게샀어요! 무신사짱
2022.01.24,"생각했던 것보단 작지만, 어느정도 수납이 가능합니다. 기본템으로 들고 다니기 좋아요."
2022.01.19,"작고 귀여워요!!
폰이랑 지갑만들고 간단하게 다닐수 있어서 좋어요"
2021.12.23,"배송 아주 빠르고 안전하게 잘 왔어요
색감이 너무 예뻐요"
2021.12.15,매장에서 둘러보고 무신사가 제일 저렴해서 구매했어요 ㅎㅎ 데일리백으로 굳
2021.12.15,색상이 실물로 보니 너무 이쁘네요. 가볍고 이뻐서 자주 쓸 것 같아요.
2021.12.02,생각보다 수납은 적지만 원래 물건을 많이 안들고 다녀서 딱 좋아요! 포인트로 최고에요
2021.12.01,"예쁜데 실제 색깔은 그레이에 가까워요
그래도 생각보다 수납력도 좋고 자주들거같아요"
2021.11.28,가죽소재로 탄탄하고 각잡혀 있어서 이뻐요 ! 그리고 스크레치도 잘 안날 소재라 오래 들 수 있을 것 같아용
2021.11.27,생각보다 많이 들어가구 포인트 컬러로 매치하기 넘 좋아여
2021.11.26,"진짜 생각보다 크기는 더 작아요ㅋㅋ
근데 수납력이 생각보다 좋습니다"
2021.11.22,가볍게 착용하기 좋은 백 같습니다. 퀄리티도 좋고 마음에 들어요.
2021.11.20,디자인도 이쁘고 가볍네요. 제품 마감도 잘되어있어요.
2021.11.19,"호보백을 선호해서 자주 들고다니는데 너무 이뻐요!
스트랩에 영어써있어서 더 매력적인거같아요:)"
2021.11.17,받아보고 생각보다 너무 작아서 당황했지만 색깔과 모양 너무 예버요
2021.11.06,보자마자 반해서 고민없이 구매했는데 실물로 보니까 너무 이뻐서 다른 색상도 구매하려구요~!!ㅎㅎ
2021.10.26,생각했던 것보다 살짝 더 작은거같지만 그래도 너무 이뻐요 가볍게 들기 최고! 디자인은 미쳤습니다
2021.10.19,너무 예쁘고 귀여워서 여기저기 많이 들고 다녀요!! 수납도 생각보다 넉넉해서 더 좋은 것 같아용 ㅎㅎ
2021.10.14,진짜 실물이 백배 더 예뻐요! 수납도 넉넉해서 좋네요
2021.10.14,"총알배송이에용ㅋㅋ
고민하다가 할인하길래 주문했는데
진작 할걸그랬네요~ㅎㅎ 작고 아담해요~
유행안탈거같고 이쁘네요~"
2021.10.14,상품은 이뻐요 근데 저번에 카드지갑사은품으로 주는 행사할때 샀는데 배송이 한달동안 안돼서 취소해서 다시 주문한거거든요ㅎ 배송만 빨랐으면 저번에 들 수 있었을텐데 아쉬워요
2021.10.13,색감이 넘 예뻐요 ㅎㅎ 크기도 적당하고 수납공간도 필요한거 넣을만큼 있어요
2021.10.12,색깔이 너무 예뻐요! 스트랩에 글씨 있는 포인트도 마음에 듭니당
2021.10.09,다른 후기들처럼 생각보다 크기가 더 작은 느낌이지만 귀엽고 이뻐요
2021.10.08,색상이 너무 이쁘네요. 디자인도 색상도 너무 마음에 듭니다.
2021.10.08,은은한 광택이 있어 심플한듯 하면서도 세련된 멋이 있네요
2021.10.02,이뻐요 지금은 가을시즌이지만 파스텔 톤 옷 입고 이거 가지고 가면 진짜 이쁠거같아요 색이 특별해서 좋구요 저는 잘샀다고 생각합니다 만족해요!!
2021.09.29,생각보다 작은데 그래도 안에 들어갈건 다 들어가영 조아요
2021.09.27,사이즈 생각보다 작았는데 필요한 짐 추려서 들고다니기에 좋을것같아요 스트랩에 로고가 포인트되고 이쁘네용
2021.10.08,은은한 광택이 있어 심플한듯 하면서도 세련된 멋이 있네요
2021.10.02,이뻐요 지금은 가을시즌이지만 파스텔 톤 옷 입고 이거 가지고 가면 진짜 이쁠거같아요 색이 특별해서 좋구요 저는 잘샀다고 생각합니다 만족해요!!
2021.09.29,생각보다 작은데 그래도 안에 들어갈건 다 들어가영 조아요
2021.09.27,사이즈 생각보다 작았는데 필요한 짐 추려서 들고다니기에 좋을것같아요 스트랩에 로고가 포인트되고 이쁘네용
2022.03.30,생각보다 물건이 많이들어가요! 그리고 따로 체인줄을 사서 달아줬는데 잘 어울리고 여기저기 들기 좋아요!
2022.03.15,여름에 출퇴근할때 가볍게 들고 다니기 좋을것같아오 긔여워요~
2022.03.06,깔끔하고 가벼워서 휘뚜루 마뚜루 매고 다닐 수 있을 것 같아용 너무 이쁩니다!
2022.02.19,생각했던 것보다 수납도 너무 잘 되고 너무 예뻐요! 운동복에도 코트에도 어디에도 휘뚜루마뚜루 매기 좋아요
2022.02.12,"생각보다 아담하지만 휘뚜루마뚜루 메고 다니기 좋아요!!!
크로스 끈이 포인트로 딱이에요!"
2022.02.05,배송은 무지빨리왓구요 화면이랑똑같아요 가볍고 이뿌고데일리로자주할거같아요 너무이뿝니다
2022.01.31,"처음에 받았을때 생각보다 작았는데 그래도 챙기고 다녀야 할 핸드폰 지갑 화장품 조금 들어가욧
일단 코디하기 쉽고 포인트 주기 좋아요 ㅎㅎ"
2022.01.26,색감이 일단 너무 이쁘고 크기도 너무 크지도 작지도 않아요
2022.01.13,수납공간 생각보다 널널해요 캐주얼하게 들수있는 휘뚜루템!!
2021.12.29,"같이일하는 친구선물로 산건데 ^^
직접보니 제것두 사고싶네요.
너무이쁘네용"
2021.12.29,크로스백으로 착용해도 이쁘네요 퍼가 은근 퀄리티 좋고 너무 예뻐요
2021.12.27,여자친구 선물로 사줬어요 사이즈가 생각보단 좀 작지만 좋아하네용ㅎㅎ
2021.12.26,"예쁘고 귀여워요 근데 생각보다 가방이 작아서 많이는
못 넣고 다녀요. 그리고 털을 안붙이면 사알짝 부실해보이는 느낌이 있어서 그것빼고는 완벽한 가방입니다."
2021.12.24,"허제퇴근백 예뻐서 주문한지 이틀만에 겟 했습니다 가방이 정말 아담하고 예뻐요 근데 서비스로 주신 퍼 손잡이는.. 집에서 직장까지 10분 메고 벗었는데 똑딱이가 이미 가방에서 똑 떨어져 있더라고요.. 순간접착제로 붙일거예요.. 깔끔하게 떨어진거 보니까 추워서 그런것 같은데 오늘이 좀 춥긴했어요,, 메리크리스마스이브..."
2021.12.22,"꺅너무이뻐요ㅜ
사은품으로주신퍼핸들도하니까포인트되구
폼폼이는집에잇는걸로달앗는데 찰떡이더라구요
사이즈도적당하구데일리로들고다니기좋을듯해요 블랙컬러는 기본적으로 마나서그레이햇는데
색상선택잘한듯! 너무이쁩니당"
2021.12.21,겨울이라서 호보백소재가 다소 없어보일수잇는데 손잡이에 따로 털? 부착할수있도록 액세서리가 따라오더라구요! 그래서 겨울철에도 스타일이 보완되서 좋았습니다 탈부착이니 당연 봄여름에는 떼고 다닐수있구요! 휘뚜루마뚜루 들고다니기 좋아용
2021.12.16,소재가 가죽이 아니라서 어디에나 잘 어울리고 사이즈도 적당해용 생각보다 많이 들어갑니당
2021.11.17,선물용으로 샀는데 딱 필요한 물건들만 넣어서 휘뚜루마뚜루 들고 다니기 좋아요
2021.11.08,"집에서 잠옷입고 스타일샷.
잠옷에도 ㄱ잘어울려요.
고민 진짜 많이 했던 가방 만큼 마음에 듭니다. 크기는 생각보다 좀 작았지만 휴대폰 카드지갑 이랑 작은 화장품들 잘 들어갑니다. 라인도 잘 빠진듯 합니다.
짧은 스트랩은 좀 뻣뻣해서 많이 사용해야 자연스러워질것 같습니당 넘 이뻐요.
허니제이랑 같은 가방이라 더 좋네요.
할인쿠폰 먹여서 시중보다 저렴하게 산거같아서 기분좋네용^^"
2021.10.23,허니제이 퇴근가방이라고 해서 샀는데너무너무 이뻐요
2021.10.20,전부터 사고 싶었는데 세일을 안해서 계속 기다렸는데 세일을 해서 드디어 구매를 했어용 ~ 이뻐용 ~ 휘루룩 들고 다닐수 있어서 좋은것 같아요! 카드 지갑도 사은품으로 받아서 너무 좋아용 ~
2021.09.28,"크로스로도 좋고, 숄더나 토트로도 좋아서
여기저기 코디하기 좋아요"
2021.08.29,"가격이 똑같아서 리사이클인 줄 모르고 사서 뒤에 리사이클 표시가 있는게 좀 그렇지만 뭐 똑같으니까..
끈 형태가 2개라서 좋고 둘 다 유용해요 예뿜??"
2021.08.28,실물이 더 예뻐요 손잡이 스트랩은 생각보다 짧아서 긴 스트랩을 더 많이 활용할 것 같아요! 생각보다 아무데나 잘 어울려요 ㅎㅎ
2021.10.20,전부터 사고 싶었는데 세일을 안해서 계속 기다렸는데 세일을 해서 드디어 구매를 했어용 ~ 이뻐용 ~ 휘루룩 들고 다닐수 있어서 좋은것 같아요! 카드 지갑도 사은품으로 받아서 너무 좋아용 ~
2021.09.28,"크로스로도 좋고, 숄더나 토트로도 좋아서
여기저기 코디하기 좋아요"
2021.08.29,"가격이 똑같아서 리사이클인 줄 모르고 사서 뒤에 리사이클 표시가 있는게 좀 그렇지만 뭐 똑같으니까..
끈 형태가 2개라서 좋고 둘 다 유용해요 예뿜??"
2021.08.28,실물이 더 예뻐요 손잡이 스트랩은 생각보다 짧아서 긴 스트랩을 더 많이 활용할 것 같아요! 생각보다 아무데나 잘 어울려요 ㅎㅎ
2022.03.30,"작지만 들어갈거 필요한만큼 넣을수있고 가볍고 예뻐요
그렇지만 지퍼손잡이에 필름도 붙어있었는데 찍힌자국 왜 있을까요.. 교환 번거로워서 그냥 사용하려고 하는데 거슬리긴해요ㅠ;;"
2022.03.25,"생각보다 가방이 이뻐서 넘 맘에 듭니다!
밝은 색상이라 때 안타게 들고 다니려구요!"
